"bedrooms" "bathrooms" "floors" "waterfront" "view" "condition" "grade" "zipcode" "lat" "long" "sqm_living" "sqm_lot" "sqm_above" "sqm_basement" "sqm_living15" "sqm_lot15" "yr_old" "renovate_index" "has_ren" "has_bas" "geo_dist" "price"
"2284" 3 2 1.5 0 0 3 7 98112 47.6272 -122.29 185 279 114 71 149 379 107 45 1 1 3.61770467116435 569000
"2285" 4 2 1 0 0 5 7 98031 47.4081 -122.178 182 702 108 74 181 702 37 37 0 1 27.0703710480688 250000
"2286" 3 1.5 1 0 0 4 7 98042 47.3682 -122.148 122 975 122 0 133 898 46 46 0 0 32.0485276163913 225000
"2287" 4 2.75 1 0 0 5 9 98166 47.4268 -122.343 228 1394 228 0 246 1399 41 41 0 0 22.1718011952165 530000
"2288" 3 1 1 0 0 3 7 98155 47.7586 -122.303 85 804 85 0 109 948 60 60 0 0 14.9600290875752 306000
"2289" 3 1.75 1 0 0 5 7 98056 47.5396 -122.18 147 903 147 0 164 793 53 53 0 0 15.2821129476077 517100
"2290" 3 1.75 1 0 0 3 7 98072 47.7628 -122.163 165 900 105 60 154 909 39 39 0 1 20.0711589594212 354950
"2291" 3 1.5 1 0 0 3 6 98115 47.6793 -122.3 97 169 97 0 94 474 90 90 0 0 6.56585695575008 348000
"2292" 4 2.5 1 0 0 3 8 98077 47.7466 -122.077 217 3865 152 65 217 3248 38 38 0 1 23.7014043602222 522250
"2293" 3 2.5 1 0 0 3 8 98023 47.3186 -122.391 160 813 93 67 160 807 32 32 0 1 34.4292695479113 275000
"2294" 3 1.5 1 0 0 3 7 98125 47.7109 -122.311 149 970 149 0 149 819 61 61 0 0 9.63997759142137 390000
"2295" 3 1.5 1 0 0 3 7 98148 47.4267 -122.331 123 906 123 0 142 906 61 61 0 0 22.1867310748727 260000
"2296" 5 2.75 1.5 0 0 3 8 98112 47.6388 -122.3 218 388 141 77 178 388 93 0 1 1 3.19174282874781 585000
"2297" 5 2.75 1.5 0 0 5 7 98115 47.6866 -122.317 255 522 155 99 149 427 90 90 0 1 6.90542912936416 605000
"2298" 4 2.5 2 0 0 3 8 98030 47.3813 -122.204 214 599 214 0 173 546 14 14 0 0 29.0357637456282 342000
"2299" 5 3 2 0 0 3 10 98005 47.6518 -122.16 404 3453 274 130 305 3868 43 43 0 1 13.6557396868815 9e+05
"2300" 3 1.75 1 0 0 4 7 98031 47.3993 -122.183 133 715 91 42 133 801 34 34 0 1 27.7910656378171 252000
"2301" 3 1.75 1 0 0 3 9 98003 47.3371 -122.325 223 1302 223 0 260 1300 44 44 0 0 32.1585360746658 357000
"2302" 3 1 1 0 0 4 6 98008 47.6181 -122.117 87 735 87 0 93 715 56 56 0 0 16.6063414597039 370000
"2303" 3 1 1 0 0 5 7 98056 47.5121 -122.17 95 1255 95 0 103 1037 56 56 0 0 17.8945572973626 322500
"2304" 2 2 2 0 0 4 7 98002 47.3065 -122.222 156 535 156 0 124 506 105 105 0 0 36.6040562916629 210000
"2305" 2 1 1 0 0 3 7 98133 47.7202 -122.339 124 914 124 0 150 831 66 66 0 0 10.4558097521573 290000
"2306" 4 3.25 2 0 0 3 10 98075 47.5854 -122.08 368 651 368 0 342 792 10 10 0 0 19.8848435932451 860000
"2307" 6 2 1.5 0 0 3 8 98118 47.5543 -122.275 246 429 246 0 152 453 104 104 0 0 9.29323886467813 302000
"2308" 4 2.25 2 0 2 4 8 98003 47.3367 -122.332 197 899 197 0 219 896 50 50 0 0 32.1910219719628 369160
"2309" 4 2.75 2.5 0 0 3 9 98112 47.6406 -122.304 265 279 235 30 194 418 12 12 0 1 3.02670184292234 1185000
"2310" 4 2 2 0 0 5 8 98004 47.5892 -122.203 265 1376 231 33 226 971 61 61 0 1 10.941074641368 993000
"2311" 6 2 1 0 0 4 7 98027 47.5342 -122.036 174 647 174 0 139 647 47 47 0 0 24.8707808575144 380000
"2312" 4 2 1 0 0 4 7 98177 47.7229 -122.359 247 758 128 119 154 758 66 66 0 1 10.8675078632877 635000
"2313" 3 1 1 0 0 3 6 98024 47.5687 -121.898 111 1033 111 0 114 1182 68 68 0 0 33.6239184825548 260000
"2314" 2 1 1.5 0 0 4 7 98178 47.4974 -122.231 164 513 89 75 170 685 72 72 0 1 16.4250266119465 243000
"2315" 4 2.5 2 0 0 3 9 98004 47.5831 -122.193 257 825 257 0 257 825 14 14 0 0 11.8963181639015 1400000
"2316" 4 2.5 1 0 2 5 8 98177 47.7228 -122.369 193 753 113 80 194 753 63 63 0 1 10.9886606401696 665000
"2317" 5 2.25 2 0 0 5 9 98007 47.6599 -122.146 251 836 251 0 244 836 28 28 0 0 14.8831806019184 898000
"2318" 4 2.75 1 0 0 5 8 98144 47.5744 -122.305 204 878 102 102 129 497 60 60 0 1 6.27321581214799 583000
"2319" 4 1.75 2 0 0 2 8 98033 47.6976 -122.169 201 715 201 0 193 715 38 38 0 0 14.9581327272057 429000
"2320" 3 2.5 2 0 0 3 8 98034 47.7317 -122.197 187 377 187 0 187 537 17 17 0 0 15.7962742794259 471000
"2321" 3 3.5 2 0 0 3 9 98112 47.6394 -122.29 351 771 226 125 351 848 64 64 0 1 3.90330362246661 1810000
"2322" 3 3.25 2 0 0 3 9 98042 47.3648 -122.143 414 4754 414 0 248 3616 10 10 0 0 32.5550762251452 739500
"2323" 3 1.5 1 0 0 3 8 98006 47.5659 -122.117 164 1599 108 57 228 1590 56 56 0 1 17.8928151290309 450000
"2324" 3 1 1 0 0 3 7 98117 47.6895 -122.37 133 465 133 0 112 465 66 66 0 0 7.43263438720359 552500
"2325" 4 1.75 1 0 0 4 7 98006 47.5674 -122.142 158 989 79 79 150 1041 61 61 0 1 16.1013039605092 437000
"2326" 4 2 1.5 0 0 3 7 98118 47.5331 -122.278 170 485 170 0 164 535 64 64 0 0 11.2926309237908 270000
"2327" 3 1.5 1 0 0 4 7 98092 47.2927 -122.183 131 818 131 0 203 939 50 50 0 0 38.8737270747854 226740
"2328" 4 2.5 1 0 0 3 8 98028 47.7675 -122.261 284 736 168 116 250 722 41 41 0 1 16.7448901728973 446500
"2329" 3 2 2 0 2 3 7 98022 47.2103 -121.999 169 1400 141 28 138 891 95 1 1 1 52.8193735907946 283000
"2330" 4 1.75 1.5 0 0 4 7 98024 47.5245 -121.926 226 1227 226 0 124 975 106 37 1 0 32.9262619634306 445000
"2331" 2 1 1 0 0 5 6 98126 47.5172 -122.375 69 635 69 0 69 635 73 73 0 0 12.4266007171784 250000
"2332" 3 1 1 0 0 3 6 98146 47.5133 -122.372 72 609 62 9 85 669 73 73 0 1 12.8034323909121 307000
"2333" 4 2.75 1 0 0 3 8 98023 47.295 -122.37 204 797 173 32 213 726 24 24 0 1 36.9017005978302 315000
"2334" 3 3 1.5 0 2 3 7 98136 47.5159 -122.395 271 2145 143 128 211 1689 107 107 0 1 12.9795630923375 555000
"2335" 4 2.5 1 0 0 3 7 98031 47.4056 -122.176 190 650 116 73 177 685 36 36 0 1 27.3862795389632 264900
"2336" 3 2 1 0 0 3 7 98103 47.6939 -122.34 149 419 92 57 147 424 37 37 0 1 7.5323727063547 510000
"2337" 4 2.5 2 0 0 3 7 98058 47.4445 -122.17 185 370 185 0 185 406 13 13 0 0 23.8245269799603 328000
"2338" 4 2.5 2 0 0 3 7 98038 47.3565 -122.015 170 679 170 0 170 529 13 13 0 0 38.5878414780977 358000
"2339" 3 2.5 2 0 0 3 7 98042 47.3989 -122.164 236 396 236 0 203 396 10 10 0 0 28.4588030303421 325000
"2340" 2 3.25 3 1 3 3 9 98075 47.5684 -122.06 251 320 251 0 252 320 25 25 0 0 21.8304784275136 1365000
"2341" 4 2 1 0 0 4 7 98001 47.3417 -122.283 134 1003 134 0 111 686 48 48 0 0 31.9029227217351 230000
"2342" 3 2 1 0 0 3 7 98199 47.6379 -122.387 144 372 87 57 175 372 60 60 0 1 3.87886071807838 545000
"2343" 3 2.5 2 0 0 3 9 98029 47.5493 -121.993 231 403 231 0 198 381 12 12 0 0 27.2669077295682 705380
"2344" 5 2.5 1 0 0 4 7 98028 47.7482 -122.244 246 1207 125 121 201 1182 36 36 0 1 15.2935828811692 459000
"2345" 4 2.25 2 0 0 3 8 98115 47.6852 -122.311 186 353 186 0 150 353 14 14 0 0 6.87383723260873 815000
"2346" 6 5 2 0 0 3 8 98055 47.4871 -122.219 320 418 305 15 130 511 8 8 0 1 17.866442407911 495000
"2347" 3 2.5 2.5 0 3 3 9 98010 47.3053 -122 212 5455 212 0 208 2261 28 28 0 0 43.8121657043381 520000
"2348" 2 1.5 3 0 0 3 7 98107 47.6704 -122.39 123 111 123 0 123 116 14 14 0 0 6.26227530422938 430000
"2349" 4 2.5 2 0 0 3 8 98003 47.3487 -122.315 192 725 192 0 181 726 26 26 0 0 30.9026768729856 255000
"2350" 3 2 2 0 0 5 7 98115 47.6892 -122.311 173 444 173 0 147 355 107 107 0 0 7.29973085136546 588000
"2351" 3 1 1 0 0 3 6 98008 47.6195 -122.118 87 726 87 0 110 696 56 56 0 0 16.5235645811343 350000
"2352" 4 2.75 1 0 2 5 7 98006 47.5515 -122.189 213 1996 213 0 236 1481 52 52 0 0 13.9363478984864 625000
"2353" 2 2 1 0 0 2 6 98059 47.481 -122.116 140 1922 116 24 138 2743 57 57 0 1 23.211056424708 172500
"2354" 3 2 1.5 0 0 5 7 98116 47.573 -122.383 170 325 120 50 142 372 106 106 0 1 6.79799945902744 554000
"2355" 4 2.5 2 0 0 3 9 98052 47.705 -122.118 287 661 287 0 283 557 14 14 0 0 18.6779607741704 775000
"2356" 4 3.5 2 0 0 3 11 98053 47.6471 -122.013 403 20234 403 0 319 20356 12 12 0 0 24.4806976276286 1187500
"2357" 3 2.75 2 0 1 3 9 98028 47.7443 -122.26 297 1178 297 0 268 969 38 38 0 0 14.3823142472199 618000
"2358" 4 1 1.5 0 0 4 6 98166 47.4552 -122.354 145 785 145 0 128 753 61 61 0 0 19.0477221780924 305000
"2359" 3 2 1 0 0 3 7 98042 47.3715 -122.074 119 1241 119 0 148 750 21 21 0 0 34.5830568919356 232000
"2360" 4 2.5 2 0 0 3 7 98001 47.2796 -122.247 188 579 188 0 180 472 13 13 0 0 39.1428191186228 262000
"2361" 3 1 1 0 0 5 7 98198 47.3731 -122.312 97 755 97 0 137 806 44 44 0 0 28.2091097999117 234000
"2362" 4 2.75 1 0 3 3 7 98125 47.7088 -122.302 210 670 124 86 166 1009 13 13 0 1 9.58062741654402 5e+05
"2363" 3 1 1 0 0 3 6 98166 47.4623 -122.345 80 709 80 0 83 709 95 95 0 0 18.2285548900182 278000
"2364" 5 1 1 0 0 3 7 98168 47.4756 -122.294 178 1769 108 71 178 1070 54 54 0 1 17.0687991362891 230000
"2365" 4 1.75 1 0 0 5 8 98027 47.5328 -122.051 213 856 118 95 213 948 46 46 0 1 23.9171000767318 5e+05
"2366" 4 2.75 1 0 0 5 7 98155 47.7416 -122.32 192 864 104 88 94 772 70 70 0 1 12.9077325770623 366500
"2367" 6 3 2.5 0 0 4 7 98118 47.5584 -122.283 395 409 281 114 141 460 113 113 0 1 8.59956853842801 665000
"2368" 3 1.5 2 0 3 3 9 98116 47.5825 -122.4 206 449 166 40 155 449 87 5 1 1 6.70913599259036 1101000
"2369" 2 1.75 1 0 0 3 8 98117 47.6875 -122.393 171 379 106 65 143 379 58 58 0 1 7.95751025355802 575000
"2370" 4 2.5 2 0 0 3 10 98075 47.5848 -122.027 241 906 241 0 260 921 22 22 0 0 23.7838560977016 674750
"2371" 5 2 1 0 0 5 7 98118 47.5615 -122.279 289 570 145 144 160 613 75 75 0 1 8.45284773760649 719000
"2372" 3 1.75 1 0 0 4 7 98070 47.4464 -122.497 242 9809 121 121 180 19365 35 35 0 1 23.2723990311284 482000
"2373" 2 1 1 0 0 4 6 98133 47.7508 -122.349 98 761 98 0 117 761 63 63 0 0 13.8815647916333 254000
"2374" 3 1.75 1 0 0 4 7 98117 47.6869 -122.392 116 360 70 46 115 360 71 71 0 1 7.8618062618934 443725
"2375" 4 2.5 2 0 0 3 8 98053 47.652 -122.031 234 3311 234 0 207 3314 35 35 0 0 23.1985525416566 575000
"2376" 3 2.25 1 0 0 3 8 98155 47.7766 -122.277 192 925 134 59 192 944 38 38 0 1 17.3436800234023 469000
"2377" 2 1 1 0 0 5 6 98001 47.327 -122.267 121 4128 121 0 137 1380 57 57 0 0 33.6944089685354 175000
"2378" 5 2 1 0 0 3 7 98108 47.5488 -122.298 203 773 129 74 187 773 54 54 0 1 9.11736345129624 437000
"2379" 4 3 1 0 0 4 8 98028 47.7669 -122.268 256 1218 164 93 177 1218 41 41 0 1 16.5080621462084 550000
"2380" 3 2.25 1 0 0 4 7 98031 47.3911 -122.191 159 663 105 54 166 693 36 36 0 1 28.3821613101755 172040
"2381" 3 2 1 0 0 3 8 98038 47.3693 -122.041 163 650 163 0 171 647 22 22 0 0 36.2559691146365 363000
"2382" 3 2.25 2 0 0 3 7 98092 47.3198 -122.178 144 334 144 0 156 334 3 3 0 0 36.1332968210218 282000
"2383" 6 2 2 0 1 3 8 98178 47.5115 -122.256 218 609 186 33 145 609 110 110 0 1 14.165392413993 4e+05
"2384" 5 3.5 2 0 0 3 10 98034 47.7261 -122.17 475 931 358 117 166 931 12 12 0 1 16.7973336481897 650000
"2385" 3 2.5 2 0 0 4 7 98042 47.3391 -122.093 160 9283 160 0 124 6799 25 25 0 0 36.8590197592684 365000
"2386" 4 2.5 2 0 0 3 8 98023 47.2855 -122.36 182 672 182 0 172 670 13 13 0 0 37.9160556430478 269950
"2387" 2 1 1 0 0 3 6 98010 47.3375 -122.048 118 1821 118 0 118 1644 38 38 0 0 38.8081239995867 260000
"2388" 3 1.5 1 0 0 4 7 98023 47.2959 -122.373 110 650 110 0 151 697 38 38 0 0 36.8171493862897 193000
"2389" 4 2.25 2 0 0 3 8 98038 47.3769 -122.028 207 631 207 0 225 585 10 10 0 0 36.2136336960156 340000
"2390" 4 3.25 2 0 0 3 10 98005 47.6445 -122.167 437 3569 318 119 338 3305 37 37 0 1 12.9923468901219 9e+05
"2391" 3 2.5 2 0 0 3 8 98058 47.4627 -122.129 200 777 200 0 200 870 24 24 0 0 24.0225414091143 371000
"2392" 3 2.5 2 0 0 3 8 98045 47.5028 -121.769 223 7608 223 0 127 3462 30 30 0 0 44.8596108797664 592000
"2393" 3 2.5 2 0 0 3 7 98168 47.5003 -122.328 170 1185 170 0 150 929 24 24 0 0 14.0172194687529 3e+05
"2394" 4 3 2 0 0 3 8 98038 47.3542 -122.014 260 648 260 0 260 613 12 12 0 0 38.8343374068986 449950
"2395" 3 2.5 2 0 0 3 8 98003 47.2735 -122.295 194 665 194 0 216 802 26 26 0 0 39.3497329000833 299500
"2396" 4 2.25 1 0 0 4 9 98040 47.5377 -122.221 217 1245 217 0 217 998 52 52 0 0 13.1952558025887 995000
"2397" 4 1.75 1 0 0 3 7 98106 47.5299 -122.357 155 880 102 53 100 483 55 55 0 1 10.7967334645959 335000
"2398" 4 2.25 1 0 0 4 8 98003 47.3258 -122.328 185 683 110 75 189 670 37 37 0 1 33.4085028712035 280000
"2399" 4 2.25 1 0 0 3 7 98034 47.7278 -122.192 211 725 120 91 137 676 38 38 0 1 15.7352738442831 446000
"2400" 4 2.75 1 0 0 4 10 98004 47.6444 -122.22 456 1406 238 218 370 1406 51 51 0 1 9.08920876510841 1544500
"2401" 3 1 1 0 0 4 6 98118 47.5273 -122.265 88 418 88 0 106 418 72 72 0 0 12.290474184937 325000
"2402" 3 1.75 1 0 0 3 7 98033 47.6641 -122.176 150 1041 150 0 150 1041 60 60 0 0 12.8657886802778 450000
"2403" 4 2.5 2 0 0 3 7 98038 47.3843 -122.032 180 660 180 0 172 530 15 15 0 0 35.390677435073 322500
"2404" 3 1 1 0 0 5 7 98006 47.5637 -122.139 112 880 112 0 158 1065 60 60 0 0 16.4768134091534 453000
"2405" 4 2.5 2 0 0 3 9 98034 47.7076 -122.232 239 410 239 0 229 508 14 14 0 0 12.053586540258 655000
"2406" 3 2.25 2 0 0 5 7 98115 47.6819 -122.311 158 260 107 51 139 316 89 89 0 1 6.52437261227393 603000
"2407" 4 1 1.5 0 0 3 6 98001 47.2751 -122.252 150 2230 150 0 118 892 68 68 0 0 39.5722473069801 235000
"2408" 4 3.5 2 0 0 3 11 98033 47.681 -122.167 383 679 285 98 229 892 9 9 0 1 14.2022159179551 968933
"2409" 3 3.5 1 0 0 3 8 98074 47.6113 -122.058 268 1054 157 111 235 1054 35 2 1 1 21.0703057873965 1015000
"2410" 4 2.25 2 0 0 3 8 98033 47.667 -122.178 185 794 185 0 216 829 42 42 0 0 12.8345135010918 435000
"2411" 3 2 1 0 0 3 7 98038 47.3635 -122.054 117 752 117 0 181 752 29 29 0 0 36.1820281534724 242000
"2412" 6 3.25 2 0 0 4 8 98022 47.1879 -121.973 441 23096 441 0 207 28950 68 68 0 0 55.9504933546723 487000
"2413" 4 2.75 2 0 0 3 9 98052 47.6979 -122.112 280 971 280 0 280 978 19 19 0 0 18.7272875528799 810000
"2414" 3 2.5 1 0 0 4 8 98072 47.7457 -122.141 224 5953 169 55 277 4530 39 39 0 1 19.8662454916023 625000
"2415" 3 1.5 1 0 0 3 7 98001 47.3323 -122.276 119 719 119 0 145 715 42 42 0 0 33.0100306413426 165000
"2416" 3 1 1 0 0 3 7 98118 47.5327 -122.276 216 627 108 108 114 564 55 55 0 1 11.3940633374618 335000
"2417" 3 1 1 0 0 3 6 98065 47.5297 -121.827 113 613 113 0 102 613 57 57 0 0 39.8211084487568 286700
"2418" 2 1.5 1 0 0 4 8 98115 47.6768 -122.269 130 376 130 0 177 552 61 61 0 0 7.65516231733099 699000
"2419" 3 1.75 1 0 0 3 7 98058 47.4288 -122.153 148 676 106 42 148 895 41 41 0 1 25.9829341460707 280000
"2420" 4 2.5 2 0 0 3 8 98029 47.5716 -122.022 206 656 206 0 206 692 27 27 0 0 24.4766553748831 580000
"2421" 2 2.5 2 0 0 3 8 98053 47.7072 -122.017 257 723 257 0 174 556 9 9 0 0 25.6882472418993 754800
"2422" 4 2.5 2 0 0 3 8 98019 47.7266 -121.966 214 1561 214 0 193 1302 20 20 0 0 30.0241921051023 525000
"2423" 3 1.75 1 0 2 3 8 98155 47.7437 -122.291 149 978 149 0 241 769 53 53 0 0 13.5389189084057 562000
"2424" 4 1.75 1 0 0 3 7 98117 47.6805 -122.364 119 563 80 39 138 435 89 89 0 1 6.34163869376086 575000
"2425" 5 2.5 2 0 0 3 9 98027 47.5396 -121.998 269 548 269 0 297 537 9 9 0 0 27.2750608012534 808900
"2426" 3 2.25 1 0 0 4 10 98040 47.5571 -122.216 274 1413 192 82 274 2044 49 49 0 1 11.9595864264072 992000
"2427" 3 2.5 2 0 0 3 7 98038 47.3826 -122.028 158 622 158 0 203 682 18 18 0 0 35.7300264900037 335000
"2428" 3 2.75 1 0 0 3 7 98125 47.7163 -122.303 98 669 98 0 173 836 30 30 0 0 10.3637316155316 473000
"2429" 4 2.75 1 0 1 4 8 98023 47.3357 -122.336 278 1041 175 103 259 916 38 38 0 1 32.2992329240748 350000
"2430" 5 2.5 2.5 0 0 4 9 98122 47.6154 -122.283 288 499 288 0 203 539 109 109 0 0 4.31063664372811 1600000
"2431" 3 1 1 0 0 4 7 98155 47.7542 -122.307 115 566 115 0 144 845 65 65 0 0 14.4271620864569 305500
"2432" 2 1 1 0 0 4 7 98077 47.7383 -122.074 72 1254 72 0 204 6273 69 26 1 0 23.383461741092 306000
"2433" 2 2.25 2 0 0 3 8 98133 47.7064 -122.344 79 154 79 0 79 122 14 14 0 0 8.93155401236021 233000
"2434" 3 1.75 1 0 0 3 8 98125 47.7152 -122.322 143 836 143 0 159 696 44 44 0 0 9.97417953568394 490000
"2435" 4 2.5 2 0 0 3 8 98042 47.3424 -122.077 212 3909 212 0 212 3366 21 21 0 0 37.1622802524977 445000
"2436" 3 2.25 1 0 0 3 7 98178 47.4856 -122.247 237 899 172 65 208 899 56 56 0 1 17.0648000227231 355000
"2437" 2 2 1 0 0 4 8 98058 47.4287 -122.163 164 707 164 0 194 660 28 28 0 0 25.5984089002042 360000
"2438" 3 1.75 2 0 0 3 7 98115 47.6877 -122.283 216 1013 216 0 150 539 80 41 1 0 7.99588954286665 737500
"2439" 3 3.5 2 0 0 5 8 98004 47.582 -122.194 242 1107 242 0 226 934 46 46 0 0 11.8778843490534 985000
"2440" 2 3.25 2 0 0 3 8 98126 47.548 -122.375 146 189 122 24 146 189 9 9 0 1 9.11861479170355 349950
"2441" 4 2.5 2 0 0 3 8 98065 47.5383 -121.879 284 665 266 19 274 634 10 10 0 1 35.8046791248115 520000
"2442" 4 2.5 1 0 0 3 7 98177 47.7654 -122.359 182 793 113 69 177 847 60 60 0 1 15.5593632800731 355950
"2443" 5 2.5 2 0 0 3 9 98055 47.4461 -122.208 304 569 304 0 277 551 11 11 0 0 22.2827934936583 485000
"2444" 3 1 1 0 0 4 6 98092 47.3159 -122.183 101 308 101 0 89 290 46 46 0 0 36.4204427967811 143000
"2445" 2 1.75 2.5 1 4 3 11 98008 47.6042 -122.112 635 929 404 231 290 1143 14 14 0 1 17.1341191389701 3278000
"2446" 3 1 1 0 0 4 7 98033 47.7002 -122.191 87 791 87 0 98 791 48 48 0 0 13.7609412416619 355000
"2447" 5 3.5 2 0 3 4 9 98006 47.5696 -122.156 360 1290 236 124 343 1290 36 36 0 1 15.0437001589905 1126000
"2448" 5 1.75 1 0 0 4 7 98059 47.5025 -122.142 164 1442 164 0 127 966 56 56 0 0 20.1474104873583 2e+05
"2449" 4 2.5 2 0 0 3 11 98075 47.5899 -121.979 338 983 338 0 313 962 16 16 0 0 27.232341301089 913000
"2450" 3 2.5 1 0 2 4 9 98004 47.6151 -122.216 294 1191 169 124 315 1113 49 49 0 1 9.24488003982688 1600000
"2451" 2 2.5 2 0 0 3 9 98033 47.6897 -122.175 148 171 148 0 216 295 18 18 0 0 14.1207894153398 409900
"2452" 4 1 1 0 0 3 6 98118 47.5223 -122.286 120 561 98 22 98 561 65 65 0 1 12.1967772725476 265000
"2453" 5 3 1 0 0 5 8 98008 47.6434 -122.115 340 4816 202 138 235 800 60 60 0 1 16.837282407208 740000
"2454" 4 2.5 2 0 0 3 7 98092 47.3347 -122.17 231 755 231 0 256 585 14 14 0 0 34.7890320639778 306000
"2455" 3 2.5 2 0 0 3 7 98065 47.5328 -121.871 137 372 137 0 182 413 12 12 0 0 36.5530588154267 381000
"2456" 3 3.25 2 0 3 3 10 98199 47.6396 -122.409 368 570 242 126 254 485 82 82 0 1 5.50774349770847 1220000
"2457" 3 3.5 1 0 3 4 8 98166 47.458 -122.368 296 2785 244 52 242 1847 74 74 0 1 18.832515249889 1050000
"2458" 2 1 1 0 0 5 6 98133 47.7346 -122.352 75 691 75 0 77 697 67 67 0 0 12.1007284603026 408000
"2459" 5 2.5 2 0 0 3 9 98052 47.7074 -122.101 277 500 277 0 293 613 9 9 0 0 19.93026864599 739900
"2460" 4 2.5 1 0 0 4 9 98072 47.7386 -122.091 258 3252 258 0 255 3258 30 30 0 0 22.3357623397875 674250
"2461" 2 1 1 0 0 4 7 98177 47.7218 -122.37 124 753 124 0 158 753 62 62 0 0 10.896053113577 438400
"2462" 5 5 2 0 3 3 11 98040 47.5829 -122.247 458 1361 386 72 281 788 15 15 0 1 8.36374180487894 1700000
"2463" 3 2 1.5 0 0 3 8 98116 47.5852 -122.388 126 556 126 0 141 412 70 7 1 0 5.8877337473957 703000
"2464" 3 1.75 1 0 0 4 7 98023 47.2871 -122.354 123 607 123 0 151 633 26 26 0 0 37.7214545508923 262000
"2465" 3 2 1 0 0 3 7 98045 47.4705 -121.754 112 1347 112 0 146 1427 31 31 0 0 47.1424448276604 353000
"2466" 4 2.5 2 0 0 3 8 98052 47.685 -122.158 180 707 180 0 209 706 20 20 0 0 15.0019516240719 5e+05
"2467" 4 2.5 1.5 0 4 3 9 98116 47.5875 -122.382 294 429 188 106 259 493 98 10 1 1 5.40804658769466 1280000
"2468" 4 2.5 2 0 0 3 8 98042 47.3809 -122.097 184 610 184 0 241 650 11 11 0 0 32.7446063835916 332000
"2469" 4 2.5 1 0 0 4 9 98008 47.6269 -122.09 216 1323 151 65 261 1226 41 41 0 1 18.6042645180386 824000
"2470" 4 2 1 0 0 3 7 98144 47.5878 -122.312 154 445 154 0 107 465 47 47 0 0 4.69853327549635 290000
"2471" 3 2.5 2 0 2 3 9 98109 47.6268 -122.353 154 144 130 24 169 239 13 13 0 1 1.10759789266728 7e+05
"2472" 2 1 1 0 0 4 7 98107 47.6715 -122.393 100 318 72 28 128 340 93 93 0 1 6.49820635015013 550000
"2473" 2 1 1.5 0 0 4 7 98133 47.7212 -122.331 140 1037 140 0 205 822 94 94 0 0 10.5807876301144 549000
"2474" 4 2.5 1 0 2 4 9 98004 47.5988 -122.207 274 4047 237 37 303 3811 64 64 0 1 10.2986034230087 1865000
"2475" 4 2.25 2 0 0 3 9 98007 47.6133 -122.152 285 1275 285 0 280 897 37 37 0 0 14.0327300805063 858000
"2476" 2 1 1 0 0 3 7 98133 47.7252 -122.331 90 968 90 0 111 730 68 68 0 0 11.0250041990077 345000
"2477" 4 1.75 2.5 0 0 3 8 98022 47.196 -122.006 199 1082 199 0 189 1020 85 14 1 0 53.9725351883527 340000
"2478" 4 2.25 2.5 0 0 4 9 98040 47.5791 -122.241 239 892 239 0 239 1226 53 53 0 0 8.97540050711498 1215000
"2479" 3 2.25 3 0 0 3 7 98133 47.7071 -122.336 117 138 117 0 111 102 6 6 0 0 9.00058256706296 275000
"2480" 3 1 1 0 0 3 7 98008 47.6326 -122.119 113 722 113 0 132 713 52 52 0 0 16.4454555528933 405000
"2481" 3 2 2 0 0 5 7 98155 47.7393 -122.325 160 757 160 0 130 756 66 66 0 0 12.6185273406118 432500
"2482" 4 1 1.5 0 0 3 6 98118 47.5484 -122.287 199 392 123 76 160 503 90 90 0 1 9.46334004563105 236500
"2483" 4 1.5 1.5 0 0 4 8 98103 47.6901 -122.339 132 457 132 0 137 457 87 87 0 0 7.1089135875856 679000
"2484" 4 2.5 2 0 0 3 8 98133 47.7168 -122.333 191 785 191 0 191 879 20 20 0 0 10.0852602316412 543000
"2485" 3 1 1 0 0 3 7 98178 47.4857 -122.253 123 884 92 31 136 986 62 62 0 1 16.8788704919484 294000
"2486" 3 1.75 1 0 0 4 7 98058 47.4581 -122.162 168 972 168 0 151 794 46 46 0 0 22.8972580776575 340500
"2487" 4 2.5 2 0 0 3 9 98006 47.5457 -122.153 277 1511 277 0 254 931 26 26 0 0 16.5256118320264 1012000
"2488" 2 2 1 0 0 3 8 98052 47.6344 -122.107 125 238 125 0 166 238 39 39 0 0 17.3529963067019 335000
"2489" 3 2 1 0 0 3 7 98011 47.7342 -122.202 143 744 143 0 151 663 27 27 0 0 15.7588649721108 425000
"2490" 3 2.5 2 0 0 4 8 98022 47.1896 -122.013 233 858 233 0 250 858 14 14 0 0 54.365730326125 353000
"2491" 3 2.5 2 0 0 3 8 98029 47.5707 -121.999 155 478 155 0 180 478 24 24 0 0 26.1744811314067 540000
"2492" 5 3.5 2 0 0 3 9 98074 47.6108 -122.06 343 1108 236 107 245 1108 9 9 0 1 20.9254341986554 640000
"2493" 3 1 1 0 0 3 8 98028 47.7738 -122.261 123 1064 123 0 177 910 56 56 0 0 17.4039043821859 339950
"2494" 3 1.75 1 0 0 2 7 98045 47.4476 -121.771 140 780 91 49 139 941 36 36 0 1 46.9848002817349 195000
"2495" 3 1.75 1 0 0 2 7 98045 47.4476 -121.771 140 780 91 49 139 941 36 36 0 1 46.9848002817349 322000
"2496" 4 1.75 1 0 0 3 8 98005 47.5938 -122.154 174 971 151 23 191 971 37 37 0 1 14.2735254157292 660000
